"age","gender","country","E","N","A","C","O","c_name","region","sub_region","country_code"
23,2,"MY",16,15,26,21,21,"Malaysia","Asia","South-Eastern Asia",458
23,2,"MY",18,19,22,24,23,"Malaysia","Asia","South-Eastern Asia",458
21,1,"MY",15,17,32,15,15,"Malaysia","Asia","South-Eastern Asia",458
23,1,"MY",22,8,27,18,23,"Malaysia","Asia","South-Eastern Asia",458
23,2,"MY",38,40,27,8,37,"Malaysia","Asia","South-Eastern Asia",458
19,2,"MY",21,19,21,24,24,"Malaysia","Asia","South-Eastern Asia",458
20,1,"MY",21,10,26,26,32,"Malaysia","Asia","South-Eastern Asia",458
19,1,"MY",16,22,25,18,14,"Malaysia","Asia","South-Eastern Asia",458
28,1,"MY",10,4,24,20,30,"Malaysia","Asia","South-Eastern Asia",458
25,2,"MY",7,14,25,5,23,"Malaysia","Asia","South-Eastern Asia",458
21,1,"MY",6,27,25,25,19,"Malaysia","Asia","South-Eastern Asia",458
28,2,"MY",18,11,22,17,15,"Malaysia","Asia","South-Eastern Asia",458
23,1,"MY",22,14,25,26,26,"Malaysia","Asia","South-Eastern Asia",458
35,2,"MY",32,31,28,30,27,"Malaysia","Asia","South-Eastern Asia",458
22,1,"MY",16,17,26,23,35,"Malaysia","Asia","South-Eastern Asia",458
25,2,"MY",18,21,30,22,22,"Malaysia","Asia","South-Eastern Asia",458
30,1,"NG",14,21,31,21,26,"Nigeria","Africa","Western Africa",566
32,1,"NG",33,34,31,25,34,"Nigeria","Africa","Western Africa",566
14,2,"NG",20,11,36,24,28,"Nigeria","Africa","Western Africa",566
42,1,"NG",20,20,18,18,22,"Nigeria","Africa","Western Africa",566
53,2,"NG",36,20,32,12,18,"Nigeria","Africa","Western Africa",566
28,1,"NG",18,28,33,35,30,"Nigeria","Africa","Western Africa",566
23,1,"NG",36,40,36,40,36,"Nigeria","Africa","Western Africa",566
30,2,"NG",18,17,38,29,31,"Nigeria","Africa","Western Africa",566
25,2,"NG",38,28,39,39,37,"Nigeria","Africa","Western Africa",566
14,2,"NG",30,13,21,22,16,"Nigeria","Africa","Western Africa",566
24,2,"NG",18,30,31,26,25,"Nigeria","Africa","Western Africa",566
24,1,"NG",39,38,38,40,35,"Nigeria","Africa","Western Africa",566
26,1,"NG",18,26,20,29,24,"Nigeria","Africa","Western Africa",566
28,2,"NG",13,25,30,33,22,"Nigeria","Africa","Western Africa",566
28,1,"NG",18,18,28,28,25,"Nigeria","Africa","Western Africa",566
40,1,"NG",22,39,38,26,29,"Nigeria","Africa","Western Africa",566
34,2,"NG",34,17,32,23,25,"Nigeria","Africa","Western Africa",566
21,2,"NG",18,19,28,33,19,"Nigeria","Africa","Western Africa",566
23,1,"NG",13,16,29,28,38,"Nigeria","Africa","Western Africa",566
44,1,"NG",22,36,34,33,35,"Nigeria","Africa","Western Africa",566
25,2,"NG",29,26,34,36,33,"Nigeria","Africa","Western Africa",566
25,2,"NG",12,9,26,26,22,"Nigeria","Africa","Western Africa",566
22,2,"NG",30,5,37,33,35,"Nigeria","Africa","Western Africa",566
29,2,"NG",31,15,36,32,34,"Nigeria","Africa","Western Africa",566
16,1,"NG",11,10,28,33,32,"Nigeria","Africa","Western Africa",566
28,2,"NG",13,12,34,35,27,"Nigeria","Africa","Western Africa",566
19,2,"NG",14,21,36,23,25,"Nigeria","Africa","Western Africa",566
22,1,"NG",20,14,19,12,29,"Nigeria","Africa","Western Africa",566
22,2,"NG",14,26,36,26,30,"Nigeria","Africa","Western Africa",566
23,1,"NG",22,18,31,19,34,"Nigeria","Africa","Western Africa",566
40,2,"NG",29,28,38,24,31,"Nigeria","Africa","Western Africa",566
23,1,"NG",30,34,36,29,37,"Nigeria","Africa","Western Africa",566
16,2,"NG",15,12,36,34,34,"Nigeria","Africa","Western Africa",566
23,2,"NG",9,15,25,18,34,"Nigeria","Africa","Western Africa",566
30,1,"NG",19,18,38,30,38,"Nigeria","Africa","Western Africa",566
46,2,"NL",34,20,31,28,29,"Netherlands","Europe","Western Europe",528
25,1,"NL",20,22,24,18,32,"Netherlands","Europe","Western Europe",528
18,1,"NL",6,16,15,9,27,"Netherlands","Europe","Western Europe",528
34,2,"NL",38,19,36,31,38,"Netherlands","Europe","Western Europe",528
16,2,"NL",22,32,16,27,28,"Netherlands","Europe","Western Europe",528
41,2,"NL",36,27,39,31,33,"Netherlands","Europe","Western Europe",528
19,1,"NL",7,4,21,18,27,"Netherlands","Europe","Western Europe",528
48,1,"NL",36,29,36,30,38,"Netherlands","Europe","Western Europe",528
40,1,"NL",12,21,26,31,26,"Netherlands","Europe","Western Europe",528
22,1,"NL",24,10,26,11,27,"Netherlands","Europe","Western Europe",528
24,2,"NL",24,22,25,21,28,"Netherlands","Europe","Western Europe",528
31,1,"NL",13,29,18,21,29,"Netherlands","Europe","Western Europe",528
37,1,"NL",31,36,29,39,29,"Netherlands","Europe","Western Europe",528
20,2,"NL",6,12,32,18,29,"Netherlands","Europe","Western Europe",528
16,2,"NL",20,11,23,14,29,"Netherlands","Europe","Western Europe",528
24,1,"NL",26,28,28,27,29,"Netherlands","Europe","Western Europe",528
29,1,"NL",15,30,30,29,25,"Netherlands","Europe","Western Europe",528
19,1,"NL",23,8,21,17,39,"Netherlands","Europe","Western Europe",528
25,1,"NL",8,35,23,25,37,"Netherlands","Europe","Western Europe",528
18,1,"NL",21,27,28,27,26,"Netherlands","Europe","Western Europe",528
19,2,"NL",38,7,30,28,33,"Netherlands","Europe","Western Europe",528
16,2,"NL",7,8,32,27,20,"Netherlands","Europe","Western Europe",528
18,2,"NL",21,31,31,12,25,"Netherlands","Europe","Western Europe",528
22,2,"NL",26,29,28,21,28,"Netherlands","Europe","Western Europe",528
18,2,"NL",7,14,32,19,23,"Netherlands","Europe","Western Europe",528
25,1,"NL",7,12,30,20,39,"Netherlands","Europe","Western Europe",528
19,1,"NL",14,20,20,16,37,"Netherlands","Europe","Western Europe",528
24,2,"NL",30,21,31,26,27,"Netherlands","Europe","Western Europe",528
55,2,"NL",24,23,27,24,40,"Netherlands","Europe","Western Europe",528
18,2,"NL",11,6,16,30,34,"Netherlands","Europe","Western Europe",528
44,2,"NL",32,29,40,30,39,"Netherlands","Europe","Western Europe",528
24,1,"NL",15,7,20,24,27,"Netherlands","Europe","Western Europe",528
25,1,"NL",29,31,29,30,34,"Netherlands","Europe","Western Europe",528
36,1,"NL",9,9,25,13,31,"Netherlands","Europe","Western Europe",528
28,2,"NL",15,16,30,25,28,"Netherlands","Europe","Western Europe",528
18,2,"NL",20,17,32,25,18,"Netherlands","Europe","Western Europe",528
20,2,"NL",34,28,33,33,32,"Netherlands","Europe","Western Europe",528
38,2,"NL",11,13,22,19,20,"Netherlands","Europe","Western Europe",528
19,1,"NL",9,15,32,30,31,"Netherlands","Europe","Western Europe",528
26,1,"NL",26,1,34,37,35,"Netherlands","Europe","Western Europe",528
33,1,"NL",24,7,20,15,28,"Netherlands","Europe","Western Europe",528
40,1,"NL",16,23,25,18,33,"Netherlands","Europe","Western Europe",528
21,1,"NL",28,26,31,23,28,"Netherlands","Europe","Western Europe",528
54,2,"NL",34,36,38,30,30,"Netherlands","Europe","Western Europe",528
43,2,"NL",40,39,36,40,36,"Netherlands","Europe","Western Europe",528
24,1,"NL",13,17,32,23,29,"Netherlands","Europe","Western Europe",528
37,2,"NL",24,18,40,12,37,"Netherlands","Europe","Western Europe",528
18,2,"NL",4,14,16,26,32,"Netherlands","Europe","Western Europe",528
14,2,"NL",17,21,36,23,27,"Netherlands","Europe","Western Europe",528
17,1,"NL",28,27,32,22,34,"Netherlands","Europe","Western Europe",528
24,2,"NL",17,6,27,28,27,"Netherlands","Europe","Western Europe",528
27,2,"NL",29,36,22,11,36,"Netherlands","Europe","Western Europe",528
23,2,"NL",23,26,37,11,36,"Netherlands","Europe","Western Europe",528
33,2,"NL",26,11,34,16,28,"Netherlands","Europe","Western Europe",528
16,2,"NL",17,15,30,20,25,"Netherlands","Europe","Western Europe",528
43,1,"NL",18,17,37,20,33,"Netherlands","Europe","Western Europe",528
21,2,"NL",13,9,26,16,35,"Netherlands","Europe","Western Europe",528
33,2,"NL",21,12,25,36,18,"Netherlands","Europe","Western Europe",528
15,1,"NL",19,21,31,21,30,"Netherlands","Europe","Western Europe",528
25,1,"NL",35,29,34,24,39,"Netherlands","Europe","Western Europe",528
40,2,"NL",38,36,34,29,37,"Netherlands","Europe","Western Europe",528
37,2,"NL",28,28,30,30,22,"Netherlands","Europe","Western Europe",528
18,2,"NL",27,16,29,25,25,"Netherlands","Europe","Western Europe",528
26,2,"NL",32,24,27,31,23,"Netherlands","Europe","Western Europe",528
28,2,"NL",33,32,35,19,30,"Netherlands","Europe","Western Europe",528
46,1,"NL",19,20,18,28,37,"Netherlands","Europe","Western Europe",528
41,1,"NL",24,36,36,25,39,"Netherlands","Europe","Western Europe",528
42,1,"NL",20,27,33,30,24,"Netherlands","Europe","Western Europe",528
16,1,"NL",20,28,32,20,28,"Netherlands","Europe","Western Europe",528
21,1,"NL",7,6,25,21,40,"Netherlands","Europe","Western Europe",528
44,2,"NL",18,35,31,30,30,"Netherlands","Europe","Western Europe",528
26,2,"NL",31,6,37,20,37,"Netherlands","Europe","Western Europe",528
35,1,"NL",12,13,34,24,40,"Netherlands","Europe","Western Europe",528
23,1,"NL",6,4,14,15,21,"Netherlands","Europe","Western Europe",528
45,1,"NL",32,11,37,23,36,"Netherlands","Europe","Western Europe",528
30,1,"NL",21,11,27,23,18,"Netherlands","Europe","Western Europe",528
18,2,"NL",14,15,35,13,23,"Netherlands","Europe","Western Europe",528
26,1,"NL",14,23,28,31,34,"Netherlands","Europe","Western Europe",528
21,1,"NL",11,13,29,26,38,"Netherlands","Europe","Western Europe",528
22,1,"NL",24,23,36,24,35,"Netherlands","Europe","Western Europe",528
28,1,"NL",16,35,31,24,36,"Netherlands","Europe","Western Europe",528
32,2,"NL",27,24,32,19,25,"Netherlands","Europe","Western Europe",528
23,1,"NL",29,33,32,19,38,"Netherlands","Europe","Western Europe",528
35,1,"NL",23,22,22,3,32,"Netherlands","Europe","Western Europe",528
49,1,"NL",32,39,28,33,34,"Netherlands","Europe","Western Europe",528
18,2,"NL",19,8,26,17,35,"Netherlands","Europe","Western Europe",528
25,2,"NL",23,24,25,25,33,"Netherlands","Europe","Western Europe",528
25,2,"NL",9,20,28,34,26,"Netherlands","Europe","Western Europe",528
17,1,"NL",22,26,11,24,36,"Netherlands","Europe","Western Europe",528
22,2,"NL",8,14,25,28,35,"Netherlands","Europe","Western Europe",528
21,1,"NL",17,30,12,16,33,"Netherlands","Europe","Western Europe",528
30,2,"NL",5,1,25,19,39,"Netherlands","Europe","Western Europe",528
17,2,"NL",26,24,30,22,29,"Netherlands","Europe","Western Europe",528
42,1,"NL",16,24,38,17,34,"Netherlands","Europe","Western Europe",528
27,2,"NL",0,8,16,4,32,"Netherlands","Europe","Western Europe",528
20,2,"NL",33,12,26,24,32,"Netherlands","Europe","Western Europe",528
23,2,"NL",22,29,31,33,32,"Netherlands","Europe","Western Europe",528
24,2,"NL",26,21,24,21,30,"Netherlands","Europe","Western Europe",528
23,1,"NL",2,35,11,27,33,"Netherlands","Europe","Western Europe",528
17,2,"NL",38,11,38,18,35,"Netherlands","Europe","Western Europe",528
19,2,"NL",12,22,28,21,33,"Netherlands","Europe","Western Europe",528
25,2,"NL",38,22,38,25,35,"Netherlands","Europe","Western Europe",528
37,1,"NL",23,27,35,28,34,"Netherlands","Europe","Western Europe",528
35,1,"NL",28,35,30,22,32,"Netherlands","Europe","Western Europe",528
22,1,"NL",11,33,25,37,28,"Netherlands","Europe","Western Europe",528
22,2,"NL",19,5,32,23,30,"Netherlands","Europe","Western Europe",528
18,2,"NL",23,6,30,30,35,"Netherlands","Europe","Western Europe",528
20,1,"NL",30,27,28,27,25,"Netherlands","Europe","Western Europe",528
24,2,"NL",29,19,31,16,20,"Netherlands","Europe","Western Europe",528
39,1,"NL",9,11,21,16,29,"Netherlands","Europe","Western Europe",528
16,1,"NL",16,20,23,22,23,"Netherlands","Europe","Western Europe",528
19,2,"NL",26,14,32,24,24,"Netherlands","Europe","Western Europe",528
19,2,"NL",36,8,36,14,35,"Netherlands","Europe","Western Europe",528
49,1,"NL",36,37,33,40,33,"Netherlands","Europe","Western Europe",528
18,2,"NL",16,25,24,30,21,"Netherlands","Europe","Western Europe",528
48,1,"NL",35,21,27,31,37,"Netherlands","Europe","Western Europe",528
26,2,"NL",25,19,34,20,26,"Netherlands","Europe","Western Europe",528
20,1,"NL",25,31,23,28,30,"Netherlands","Europe","Western Europe",528
26,1,"NL",37,30,36,26,35,"Netherlands","Europe","Western Europe",528
32,2,"NL",23,21,36,17,31,"Netherlands","Europe","Western Europe",528
21,1,"NL",13,25,40,23,35,"Netherlands","Europe","Western Europe",528
23,1,"NL",9,23,30,29,28,"Netherlands","Europe","Western Europe",528
60,1,"NL",27,36,24,21,29,"Netherlands","Europe","Western Europe",528
24,2,"NL",16,27,24,29,25,"Netherlands","Europe","Western Europe",528
27,2,"NL",20,16,33,28,39,"Netherlands","Europe","Western Europe",528
22,2,"NL",33,10,28,28,26,"Netherlands","Europe","Western Europe",528
28,2,"NL",21,19,35,25,25,"Netherlands","Europe","Western Europe",528
14,2,"NL",12,21,22,21,23,"Netherlands","Europe","Western Europe",528
23,1,"NL",28,27,32,13,31,"Netherlands","Europe","Western Europe",528
24,2,"NL",33,20,26,23,26,"Netherlands","Europe","Western Europe",528
40,2,"NL",31,22,27,19,28,"Netherlands","Europe","Western Europe",528
28,1,"NL",20,24,26,26,29,"Netherlands","Europe","Western Europe",528
27,2,"NO",19,10,26,16,26,"Norway","Europe","Northern Europe",578
33,2,"NO",21,30,28,18,34,"Norway","Europe","Northern Europe",578
27,1,"NO",30,32,40,29,38,"Norway","Europe","Northern Europe",578
22,1,"NO",16,20,24,20,20,"Norway","Europe","Northern Europe",578
22,1,"NO",23,16,28,26,37,"Norway","Europe","Northern Europe",578
26,1,"NO",32,9,30,27,31,"Norway","Europe","Northern Europe",578
18,2,"NO",5,12,32,23,36,"Norway","Europe","Northern Europe",578
23,2,"NO",16,13,37,33,31,"Norway","Europe","Northern Europe",578
40,2,"NO",4,4,33,20,32,"Norway","Europe","Northern Europe",578
17,2,"NO",26,27,35,11,26,"Norway","Europe","Northern Europe",578
25,2,"NO",17,6,28,26,24,"Norway","Europe","Northern Europe",578
40,2,"NO",13,21,29,31,27,"Norway","Europe","Northern Europe",578
18,2,"NO",16,27,31,24,40,"Norway","Europe","Northern Europe",578
25,1,"NO",18,22,21,22,20,"Norway","Europe","Northern Europe",578
37,1,"NO",15,32,29,30,29,"Norway","Europe","Northern Europe",578
38,2,"NO",14,7,22,11,40,"Norway","Europe","Northern Europe",578
35,1,"NO",14,20,18,23,34,"Norway","Europe","Northern Europe",578
33,2,"NO",15,30,36,28,25,"Norway","Europe","Northern Europe",578
37,1,"NO",24,21,30,33,34,"Norway","Europe","Northern Europe",578
20,1,"NO",26,16,23,16,29,"Norway","Europe","Northern Europe",578
59,2,"NO",14,13,27,24,30,"Norway","Europe","Northern Europe",578
22,1,"NO",17,21,25,24,34,"Norway","Europe","Northern Europe",578
30,1,"NO",25,22,11,31,33,"Norway","Europe","Northern Europe",578
14,2,"NO",14,10,28,20,24,"Norway","Europe","Northern Europe",578
32,1,"NO",9,4,26,18,30,"Norway","Europe","Northern Europe",578
54,2,"NO",24,28,40,36,27,"Norway","Europe","Northern Europe",578
47,1,"NO",28,34,26,30,33,"Norway","Europe","Northern Europe",578
16,1,"NO",34,27,6,18,22,"Norway","Europe","Northern Europe",578
15,2,"NO",14,15,26,19,36,"Norway","Europe","Northern Europe",578
30,1,"NO",23,14,36,27,36,"Norway","Europe","Northern Europe",578
19,2,"NO",8,22,25,22,25,"Norway","Europe","Northern Europe",578
48,2,"NO",23,25,36,27,31,"Norway","Europe","Northern Europe",578
23,2,"NO",34,19,35,23,32,"Norway","Europe","Northern Europe",578
28,1,"NO",36,13,31,21,29,"Norway","Europe","Northern Europe",578
16,2,"NO",29,12,21,15,31,"Norway","Europe","Northern Europe",578
25,2,"NO",21,28,35,16,29,"Norway","Europe","Northern Europe",578
28,1,"NO",18,37,14,24,33,"Norway","Europe","Northern Europe",578
20,2,"NO",22,29,31,15,28,"Norway","Europe","Northern Europe",578
14,2,"NO",6,13,25,34,33,"Norway","Europe","Northern Europe",578
22,2,"NO",21,36,22,20,26,"Norway","Europe","Northern Europe",578
45,2,"NO",25,34,29,31,29,"Norway","Europe","Northern Europe",578
26,1,"NO",37,34,35,26,31,"Norway","Europe","Northern Europe",578
38,1,"NO",20,17,28,12,30,"Norway","Europe","Northern Europe",578
35,2,"NO",18,31,33,22,23,"Norway","Europe","Northern Europe",578
25,2,"NO",20,18,35,17,31,"Norway","Europe","Northern Europe",578
26,2,"NO",16,7,34,30,23,"Norway","Europe","Northern Europe",578
26,1,"NO",22,12,27,8,38,"Norway","Europe","Northern Europe",578
19,2,"NO",22,4,40,29,31,"Norway","Europe","Northern Europe",578
35,2,"NO",23,26,28,24,36,"Norway","Europe","Northern Europe",578
21,1,"NO",6,25,25,21,24,"Norway","Europe","Northern Europe",578
27,1,"NO",3,8,11,16,40,"Norway","Europe","Northern Europe",578
16,2,"NO",7,20,20,13,26,"Norway","Europe","Northern Europe",578
14,1,"NO",3,19,37,8,34,"Norway","Europe","Northern Europe",578
20,1,"NO",15,17,30,27,39,"Norway","Europe","Northern Europe",578
45,1,"NO",22,35,35,39,32,"Norway","Europe","Northern Europe",578
16,2,"NO",22,24,32,17,39,"Norway","Europe","Northern Europe",578
23,2,"NO",30,19,35,17,29,"Norway","Europe","Northern Europe",578
26,2,"NO",17,27,29,29,26,"Norway","Europe","Northern Europe",578
17,1,"NO",23,23,22,25,21,"Norway","Europe","Northern Europe",578
33,2,"NO",30,31,39,36,33,"Norway","Europe","Northern Europe",578
16,2,"NO",17,13,23,22,25,"Norway","Europe","Northern Europe",578
18,2,"NO",23,16,29,13,24,"Norway","Europe","Northern Europe",578
21,1,"NO",26,31,35,19,39,"Norway","Europe","Northern Europe",578
24,2,"NO",21,14,34,20,34,"Norway","Europe","Northern Europe",578
17,2,"NO",22,12,34,29,25,"Norway","Europe","Northern Europe",578
19,2,"NO",11,7,32,20,24,"Norway","Europe","Northern Europe",578
18,2,"NO",14,11,23,23,35,"Norway","Europe","Northern Europe",578
33,2,"NO",36,16,36,28,29,"Norway","Europe","Northern Europe",578
27,1,"NO",19,28,25,9,39,"Norway","Europe","Northern Europe",578
19,2,"NO",32,18,37,18,27,"Norway","Europe","Northern Europe",578
29,2,"NO",34,21,29,23,33,"Norway","Europe","Northern Europe",578
20,2,"NO",28,13,32,18,37,"Norway","Europe","Northern Europe",578
40,1,"NO",18,22,30,21,32,"Norway","Europe","Northern Europe",578
20,2,"NO",25,13,26,22,37,"Norway","Europe","Northern Europe",578
17,2,"NO",15,11,29,8,33,"Norway","Europe","Northern Europe",578
30,2,"NO",26,27,32,19,29,"Norway","Europe","Northern Europe",578
33,1,"NO",20,27,28,21,31,"Norway","Europe","Northern Europe",578
37,1,"NO",26,28,22,28,23,"Norway","Europe","Northern Europe",578
63,2,"NO",27,29,34,35,30,"Norway","Europe","Northern Europe",578
43,2,"NO",22,18,28,26,21,"Norway","Europe","Northern Europe",578
49,2,"NO",36,32,35,33,30,"Norway","Europe","Northern Europe",578
22,2,"NO",19,24,34,20,21,"Norway","Europe","Northern Europe",578
28,2,"NO",37,29,29,12,32,"Norway","Europe","Northern Europe",578
23,1,"NO",21,36,26,25,29,"Norway","Europe","Northern Europe",578
18,1,"NO",11,17,33,20,38,"Norway","Europe","Northern Europe",578
26,2,"NO",31,9,33,23,25,"Norway","Europe","Northern Europe",578
38,2,"NO",26,25,30,16,28,"Norway","Europe","Northern Europe",578
20,2,"NO",26,17,29,14,35,"Norway","Europe","Northern Europe",578
57,2,"NO",31,31,37,31,34,"Norway","Europe","Northern Europe",578
25,2,"NO",23,22,20,15,37,"Norway","Europe","Northern Europe",578
16,2,"NO",15,20,29,15,31,"Norway","Europe","Northern Europe",578
50,1,"NO",8,31,17,19,33,"Norway","Europe","Northern Europe",578
24,2,"NO",39,17,34,15,37,"Norway","Europe","Northern Europe",578
18,2,"NO",25,15,39,17,33,"Norway","Europe","Northern Europe",578
31,2,"NO",27,30,27,27,21,"Norway","Europe","Northern Europe",578
22,1,"NO",29,18,22,25,24,"Norway","Europe","Northern Europe",578
13,1,"NO",18,22,24,25,38,"Norway","Europe","Northern Europe",578
20,2,"NO",30,6,35,34,34,"Norway","Europe","Northern Europe",578
21,1,"NO",19,31,21,20,39,"Norway","Europe","Northern Europe",578
31,2,"NO",23,19,32,35,29,"Norway","Europe","Northern Europe",578
16,2,"NO",30,26,32,25,30,"Norway","Europe","Northern Europe",578
48,1,"NO",29,34,32,36,25,"Norway","Europe","Northern Europe",578
44,1,"NO",30,22,30,26,30,"Norway","Europe","Northern Europe",578
45,2,"NO",35,19,36,31,34,"Norway","Europe","Northern Europe",578
21,1,"NO",3,36,6,32,25,"Norway","Europe","Northern Europe",578
22,1,"NO",20,27,26,30,25,"Norway","Europe","Northern Europe",578
32,2,"NO",27,28,26,31,30,"Norway","Europe","Northern Europe",578
21,2,"NO",21,1,33,21,36,"Norway","Europe","Northern Europe",578
15,2,"NO",20,12,22,21,24,"Norway","Europe","Northern Europe",578
20,3,"NO",1,21,8,20,24,"Norway","Europe","Northern Europe",578
40,2,"NO",25,18,37,33,33,"Norway","Europe","Northern Europe",578
26,2,"NO",31,10,35,25,24,"Norway","Europe","Northern Europe",578
23,1,"NO",28,25,28,33,35,"Norway","Europe","Northern Europe",578
17,2,"NO",20,11,25,12,22,"Norway","Europe","Northern Europe",578
34,1,"NO",17,23,32,34,26,"Norway","Europe","Northern Europe",578
23,1,"NO",34,38,17,34,36,"Norway","Europe","Northern Europe",578
18,2,"NO",15,13,32,11,19,"Norway","Europe","Northern Europe",578
25,2,"NO",26,24,38,29,22,"Norway","Europe","Northern Europe",578
18,2,"NO",10,14,22,24,27,"Norway","Europe","Northern Europe",578
46,2,"NO",16,13,31,16,38,"Norway","Europe","Northern Europe",578
49,2,"NO",28,28,34,21,31,"Norway","Europe","Northern Europe",578
22,2,"NO",19,24,29,22,23,"Norway","Europe","Northern Europe",578
31,1,"NO",20,27,31,17,25,"Norway","Europe","Northern Europe",578
20,2,"NO",35,22,38,25,29,"Norway","Europe","Northern Europe",578
24,2,"NO",38,20,32,39,39,"Norway","Europe","Northern Europe",578
26,2,"NO",31,27,26,27,27,"Norway","Europe","Northern Europe",578
24,2,"NO",35,24,32,29,34,"Norway","Europe","Northern Europe",578
21,2,"NO",18,12,31,15,33,"Norway","Europe","Northern Europe",578
20,2,"NO",20,18,36,16,35,"Norway","Europe","Northern Europe",578
49,2,"NO",38,25,38,22,34,"Norway","Europe","Northern Europe",578
35,2,"NO",35,35,36,33,35,"Norway","Europe","Northern Europe",578
24,1,"NO",27,32,31,27,35,"Norway","Europe","Northern Europe",578
54,2,"NO",28,21,26,20,27,"Norway","Europe","Northern Europe",578
25,1,"NO",14,25,30,27,32,"Norway","Europe","Northern Europe",578
19,2,"NO",29,32,32,16,25,"Norway","Europe","Northern Europe",578
20,2,"NO",38,19,28,25,20,"Norway","Europe","Northern Europe",578
27,2,"NO",37,12,31,14,38,"Norway","Europe","Northern Europe",578
60,2,"NO",35,34,37,26,35,"Norway","Europe","Northern Europe",578
46,2,"NO",23,27,26,26,34,"Norway","Europe","Northern Europe",578
17,2,"NO",16,1,34,14,40,"Norway","Europe","Northern Europe",578
20,2,"NO",16,11,24,13,39,"Norway","Europe","Northern Europe",578
28,2,"NO",26,22,27,24,36,"Norway","Europe","Northern Europe",578
17,1,"NO",8,12,27,22,25,"Norway","Europe","Northern Europe",578
47,2,"NO",26,28,34,32,26,"Norway","Europe","Northern Europe",578
21,2,"NO",23,26,24,19,21,"Norway","Europe","Northern Europe",578
24,2,"NO",5,9,31,17,19,"Norway","Europe","Northern Europe",578
57,1,"NO",16,25,22,22,38,"Norway","Europe","Northern Europe",578
20,2,"NZ",24,16,22,22,23,"New Zealand","Oceania","Australia and New Zealand",554
38,1,"NZ",26,33,36,27,28,"New Zealand","Oceania","Australia and New Zealand",554
16,2,"NZ",35,20,33,18,32,"New Zealand","Oceania","Australia and New Zealand",554
30,2,"NZ",15,14,28,18,37,"New Zealand","Oceania","Australia and New Zealand",554
55,2,"NZ",37,29,39,27,35,"New Zealand","Oceania","Australia and New Zealand",554
25,2,"NZ",30,31,36,35,35,"New Zealand","Oceania","Australia and New Zealand",554
34,2,"NZ",15,14,36,21,18,"New Zealand","Oceania","Australia and New Zealand",554
19,2,"NZ",21,8,36,13,27,"New Zealand","Oceania","Australia and New Zealand",554
20,2,"NZ",19,6,28,10,24,"New Zealand","Oceania","Australia and New Zealand",554
34,2,"NZ",4,16,40,36,23,"New Zealand","Oceania","Australia and New Zealand",554
14,2,"NZ",22,17,33,17,33,"New Zealand","Oceania","Australia and New Zealand",554
40,1,"NZ",14,25,26,26,24,"New Zealand","Oceania","Australia and New Zealand",554
14,2,"NZ",5,1,29,19,28,"New Zealand","Oceania","Australia and New Zealand",554
21,2,"NZ",38,40,38,35,35,"New Zealand","Oceania","Australia and New Zealand",554
25,2,"NZ",21,14,27,24,27,"New Zealand","Oceania","Australia and New Zealand",554
28,2,"NZ",31,20,34,25,27,"New Zealand","Oceania","Australia and New Zealand",554
49,1,"NZ",23,27,22,20,21,"New Zealand","Oceania","Australia and New Zealand",554
43,2,"NZ",16,9,38,20,32,"New Zealand","Oceania","Australia and New Zealand",554
20,2,"NZ",30,20,34,28,23,"New Zealand","Oceania","Australia and New Zealand",554
22,2,"NZ",23,11,33,32,37,"New Zealand","Oceania","Australia and New Zealand",554
50,2,"NZ",19,27,21,20,26,"New Zealand","Oceania","Australia and New Zealand",554
25,2,"NZ",23,18,29,28,36,"New Zealand","Oceania","Australia and New Zealand",554
48,1,"NZ",32,7,35,16,35,"New Zealand","Oceania","Australia and New Zealand",554
25,2,"NZ",38,20,36,22,33,"New Zealand","Oceania","Australia and New Zealand",554
17,2,"NZ",30,11,35,16,26,"New Zealand","Oceania","Australia and New Zealand",554
19,2,"NZ",30,7,39,9,37,"New Zealand","Oceania","Australia and New Zealand",554
43,2,"NZ",24,22,35,21,25,"New Zealand","Oceania","Australia and New Zealand",554
49,2,"NZ",18,12,33,38,38,"New Zealand","Oceania","Australia and New Zealand",554
22,2,"NZ",34,33,40,12,28,"New Zealand","Oceania","Australia and New Zealand",554
20,2,"NZ",3,6,34,25,40,"New Zealand","Oceania","Australia and New Zealand",554
22,1,"NZ",9,20,25,24,33,"New Zealand","Oceania","Australia and New Zealand",554
25,2,"NZ",21,28,38,29,32,"New Zealand","Oceania","Australia and New Zealand",554
26,2,"NZ",11,22,28,20,25,"New Zealand","Oceania","Australia and New Zealand",554
27,1,"NZ",6,17,32,28,24,"New Zealand","Oceania","Australia and New Zealand",554
22,2,"NZ",15,5,32,19,22,"New Zealand","Oceania","Australia and New Zealand",554
47,1,"NZ",32,23,31,25,38,"New Zealand","Oceania","Australia and New Zealand",554
16,2,"NZ",31,26,5,13,38,"New Zealand","Oceania","Australia and New Zealand",554
18,1,"NZ",7,16,11,27,36,"New Zealand","Oceania","Australia and New Zealand",554
33,2,"NZ",10,13,23,28,24,"New Zealand","Oceania","Australia and New Zealand",554
15,2,"NZ",29,14,32,14,26,"New Zealand","Oceania","Australia and New Zealand",554
32,2,"NZ",16,24,33,20,26,"New Zealand","Oceania","Australia and New Zealand",554
15,2,"NZ",24,17,29,22,35,"New Zealand","Oceania","Australia and New Zealand",554
