"age","gender","country","E","N","A","C","O","c_name","region","sub_region","country_code"
17,2,"AU",27,17,20,8,26,"Australia","Oceania","Australia and New Zealand",36
37,2,"AU",37,25,35,29,33,"Australia","Oceania","Australia and New Zealand",36
17,1,"AU",34,26,19,25,27,"Australia","Oceania","Australia and New Zealand",36
23,2,"AU",25,18,37,25,32,"Australia","Oceania","Australia and New Zealand",36
36,2,"AU",26,29,30,23,25,"Australia","Oceania","Australia and New Zealand",36
19,2,"AU",30,29,33,28,33,"Australia","Oceania","Australia and New Zealand",36
13,2,"AU",10,16,23,24,25,"Australia","Oceania","Australia and New Zealand",36
47,2,"AU",17,12,26,20,36,"Australia","Oceania","Australia and New Zealand",36
23,1,"AU",28,13,30,34,27,"Australia","Oceania","Australia and New Zealand",36
17,1,"AU",19,12,21,22,18,"Australia","Oceania","Australia and New Zealand",36
18,2,"AU",12,8,18,8,22,"Australia","Oceania","Australia and New Zealand",36
42,2,"AU",24,21,30,28,38,"Australia","Oceania","Australia and New Zealand",36
15,1,"AU",16,22,24,24,35,"Australia","Oceania","Australia and New Zealand",36
32,1,"AU",15,8,27,13,21,"Australia","Oceania","Australia and New Zealand",36
21,1,"AU",19,22,28,22,40,"Australia","Oceania","Australia and New Zealand",36
48,1,"AU",5,8,24,20,29,"Australia","Oceania","Australia and New Zealand",36
25,2,"AU",16,12,19,35,31,"Australia","Oceania","Australia and New Zealand",36
33,2,"AU",16,7,30,15,24,"Australia","Oceania","Australia and New Zealand",36
18,1,"AU",10,29,17,20,27,"Australia","Oceania","Australia and New Zealand",36
45,2,"AU",14,18,29,21,39,"Australia","Oceania","Australia and New Zealand",36
60,2,"AU",0,15,23,33,26,"Australia","Oceania","Australia and New Zealand",36
16,2,"AU",18,23,35,22,28,"Australia","Oceania","Australia and New Zealand",36
47,2,"AU",32,17,40,40,38,"Australia","Oceania","Australia and New Zealand",36
14,1,"AU",19,18,27,14,23,"Australia","Oceania","Australia and New Zealand",36
17,1,"AU",22,10,26,15,19,"Australia","Oceania","Australia and New Zealand",36
35,1,"AU",28,26,34,34,25,"Australia","Oceania","Australia and New Zealand",36
16,2,"AU",29,4,26,13,21,"Australia","Oceania","Australia and New Zealand",36
55,2,"AU",28,31,40,33,34,"Australia","Oceania","Australia and New Zealand",36
16,2,"AU",19,12,25,22,27,"Australia","Oceania","Australia and New Zealand",36
22,2,"AU",33,7,37,15,31,"Australia","Oceania","Australia and New Zealand",36
21,2,"AU",31,17,30,25,28,"Australia","Oceania","Australia and New Zealand",36
33,2,"AU",27,20,30,17,31,"Australia","Oceania","Australia and New Zealand",36
15,2,"AU",23,19,38,22,26,"Australia","Oceania","Australia and New Zealand",36
25,1,"AU",26,26,37,28,28,"Australia","Oceania","Australia and New Zealand",36
45,1,"AU",22,16,32,37,33,"Australia","Oceania","Australia and New Zealand",36
48,2,"AU",22,11,37,20,40,"Australia","Oceania","Australia and New Zealand",36
20,2,"AU",29,23,25,27,28,"Australia","Oceania","Australia and New Zealand",36
16,2,"AU",15,8,33,22,28,"Australia","Oceania","Australia and New Zealand",36
33,2,"AU",25,19,23,26,29,"Australia","Oceania","Australia and New Zealand",36
16,2,"AU",18,16,29,22,8,"Australia","Oceania","Australia and New Zealand",36
15,2,"AU",11,5,18,5,20,"Australia","Oceania","Australia and New Zealand",36
13,2,"AU",11,16,25,31,27,"Australia","Oceania","Australia and New Zealand",36
16,2,"AU",20,17,21,17,16,"Australia","Oceania","Australia and New Zealand",36
62,2,"AU",36,24,32,36,34,"Australia","Oceania","Australia and New Zealand",36
19,2,"AU",23,18,23,22,29,"Australia","Oceania","Australia and New Zealand",36
47,2,"AU",17,24,29,32,24,"Australia","Oceania","Australia and New Zealand",36
26,2,"AU",24,10,31,21,27,"Australia","Oceania","Australia and New Zealand",36
33,2,"AU",25,8,28,30,38,"Australia","Oceania","Australia and New Zealand",36
48,1,"AU",24,23,39,20,40,"Australia","Oceania","Australia and New Zealand",36
30,2,"AU",11,6,34,17,30,"Australia","Oceania","Australia and New Zealand",36
24,1,"AU",14,27,23,15,24,"Australia","Oceania","Australia and New Zealand",36
41,2,"AU",27,20,38,21,26,"Australia","Oceania","Australia and New Zealand",36
42,1,"AU",23,26,31,27,29,"Australia","Oceania","Australia and New Zealand",36
42,2,"AU",13,22,28,8,15,"Australia","Oceania","Australia and New Zealand",36
19,2,"AU",25,17,29,27,28,"Australia","Oceania","Australia and New Zealand",36
17,2,"AU",29,8,27,24,34,"Australia","Oceania","Australia and New Zealand",36
16,2,"AU",29,24,32,21,28,"Australia","Oceania","Australia and New Zealand",36
26,2,"AU",30,21,39,39,35,"Australia","Oceania","Australia and New Zealand",36
49,2,"AU",24,37,31,39,35,"Australia","Oceania","Australia and New Zealand",36
21,2,"AU",13,10,31,30,21,"Australia","Oceania","Australia and New Zealand",36
42,2,"AU",2,12,31,18,33,"Australia","Oceania","Australia and New Zealand",36
16,2,"AU",20,10,18,9,24,"Australia","Oceania","Australia and New Zealand",36
15,2,"AU",19,16,28,11,34,"Australia","Oceania","Australia and New Zealand",36
41,1,"AU",16,20,21,36,31,"Australia","Oceania","Australia and New Zealand",36
17,2,"AU",27,7,24,15,29,"Australia","Oceania","Australia and New Zealand",36
40,2,"AU",4,10,25,8,31,"Australia","Oceania","Australia and New Zealand",36
13,1,"AU",21,19,9,40,21,"Australia","Oceania","Australia and New Zealand",36
28,1,"AU",32,16,14,16,36,"Australia","Oceania","Australia and New Zealand",36
16,2,"AU",17,25,32,34,26,"Australia","Oceania","Australia and New Zealand",36
14,2,"AU",19,12,31,18,40,"Australia","Oceania","Australia and New Zealand",36
15,2,"AU",36,36,29,22,28,"Australia","Oceania","Australia and New Zealand",36
33,1,"AU",18,3,27,14,40,"Australia","Oceania","Australia and New Zealand",36
32,2,"AU",11,4,29,34,40,"Australia","Oceania","Australia and New Zealand",36
30,2,"AU",15,5,31,19,30,"Australia","Oceania","Australia and New Zealand",36
37,2,"AU",21,10,31,22,35,"Australia","Oceania","Australia and New Zealand",36
15,2,"AU",23,12,30,17,24,"Australia","Oceania","Australia and New Zealand",36
48,1,"AU",32,37,39,27,33,"Australia","Oceania","Australia and New Zealand",36
17,2,"AU",8,10,35,13,35,"Australia","Oceania","Australia and New Zealand",36
29,1,"AU",21,25,28,26,24,"Australia","Oceania","Australia and New Zealand",36
44,1,"AU",31,23,34,17,34,"Australia","Oceania","Australia and New Zealand",36
15,2,"AU",2,14,15,18,29,"Australia","Oceania","Australia and New Zealand",36
17,1,"AU",22,29,27,32,31,"Australia","Oceania","Australia and New Zealand",36
23,2,"AU",28,34,32,25,17,"Australia","Oceania","Australia and New Zealand",36
52,2,"AU",30,29,39,28,32,"Australia","Oceania","Australia and New Zealand",36
39,2,"AU",27,17,32,17,33,"Australia","Oceania","Australia and New Zealand",36
28,2,"AU",26,22,35,29,27,"Australia","Oceania","Australia and New Zealand",36
65,2,"AU",32,25,39,18,40,"Australia","Oceania","Australia and New Zealand",36
18,2,"AU",31,14,19,19,23,"Australia","Oceania","Australia and New Zealand",36
15,2,"AU",15,11,35,25,33,"Australia","Oceania","Australia and New Zealand",36
29,1,"AU",33,24,26,31,37,"Australia","Oceania","Australia and New Zealand",36
35,1,"AU",10,26,34,20,29,"Australia","Oceania","Australia and New Zealand",36
30,1,"AU",28,23,35,8,31,"Australia","Oceania","Australia and New Zealand",36
55,2,"AU",32,28,37,27,39,"Australia","Oceania","Australia and New Zealand",36
23,1,"AU",33,6,32,31,21,"Australia","Oceania","Australia and New Zealand",36
16,2,"AU",31,27,32,37,33,"Australia","Oceania","Australia and New Zealand",36
20,2,"AU",7,24,27,26,28,"Australia","Oceania","Australia and New Zealand",36
21,1,"AU",12,13,17,23,23,"Australia","Oceania","Australia and New Zealand",36
46,2,"AU",5,26,37,32,28,"Australia","Oceania","Australia and New Zealand",36
15,1,"AU",26,35,20,13,40,"Australia","Oceania","Australia and New Zealand",36
32,1,"AU",19,18,25,21,35,"Australia","Oceania","Australia and New Zealand",36
58,2,"AU",26,31,40,25,24,"Australia","Oceania","Australia and New Zealand",36
16,1,"AU",34,23,28,24,32,"Australia","Oceania","Australia and New Zealand",36
17,2,"AU",14,11,30,14,31,"Australia","Oceania","Australia and New Zealand",36
17,2,"AU",8,7,22,15,23,"Australia","Oceania","Australia and New Zealand",36
16,2,"AU",28,31,28,18,28,"Australia","Oceania","Australia and New Zealand",36
15,1,"AU",23,17,33,22,28,"Australia","Oceania","Australia and New Zealand",36
31,2,"AU",10,10,21,20,35,"Australia","Oceania","Australia and New Zealand",36
16,2,"AU",28,12,36,15,16,"Australia","Oceania","Australia and New Zealand",36
42,1,"AU",17,20,25,27,27,"Australia","Oceania","Australia and New Zealand",36
43,1,"AU",26,30,29,27,32,"Australia","Oceania","Australia and New Zealand",36
55,1,"AU",17,22,33,27,39,"Australia","Oceania","Australia and New Zealand",36
17,2,"AU",8,22,28,13,24,"Australia","Oceania","Australia and New Zealand",36
16,1,"AU",32,19,8,27,24,"Australia","Oceania","Australia and New Zealand",36
19,2,"AU",13,13,18,15,29,"Australia","Oceania","Australia and New Zealand",36
18,2,"AU",24,16,23,32,32,"Australia","Oceania","Australia and New Zealand",36
16,1,"AU",28,34,25,18,27,"Australia","Oceania","Australia and New Zealand",36
17,2,"AU",13,17,40,29,29,"Australia","Oceania","Australia and New Zealand",36
67,2,"AU",16,35,32,31,18,"Australia","Oceania","Australia and New Zealand",36
24,2,"AU",32,10,34,25,33,"Australia","Oceania","Australia and New Zealand",36
23,1,"AU",10,22,20,23,27,"Australia","Oceania","Australia and New Zealand",36
15,2,"AU",26,25,35,16,37,"Australia","Oceania","Australia and New Zealand",36
41,2,"AU",24,32,33,18,35,"Australia","Oceania","Australia and New Zealand",36
15,2,"AU",12,18,28,18,23,"Australia","Oceania","Australia and New Zealand",36
16,1,"AU",5,28,11,15,30,"Australia","Oceania","Australia and New Zealand",36
23,1,"AU",9,15,20,35,37,"Australia","Oceania","Australia and New Zealand",36
15,2,"AU",19,16,32,24,23,"Australia","Oceania","Australia and New Zealand",36
43,2,"AU",24,17,29,19,27,"Australia","Oceania","Australia and New Zealand",36
16,2,"AU",39,27,31,31,34,"Australia","Oceania","Australia and New Zealand",36
31,2,"AU",20,2,33,23,27,"Australia","Oceania","Australia and New Zealand",36
36,2,"AU",30,2,35,32,40,"Australia","Oceania","Australia and New Zealand",36
25,2,"AU",28,32,29,29,32,"Australia","Oceania","Australia and New Zealand",36
37,1,"AU",11,7,28,29,26,"Australia","Oceania","Australia and New Zealand",36
22,2,"AU",16,18,26,33,18,"Australia","Oceania","Australia and New Zealand",36
17,2,"AU",16,7,35,34,34,"Australia","Oceania","Australia and New Zealand",36
18,1,"AU",19,17,30,25,28,"Australia","Oceania","Australia and New Zealand",36
34,1,"AU",10,24,26,22,35,"Australia","Oceania","Australia and New Zealand",36
20,2,"AU",26,13,33,12,20,"Australia","Oceania","Australia and New Zealand",36
54,2,"AU",33,37,25,18,31,"Australia","Oceania","Australia and New Zealand",36
19,2,"AU",34,38,34,36,29,"Australia","Oceania","Australia and New Zealand",36
15,2,"AU",20,5,34,15,21,"Australia","Oceania","Australia and New Zealand",36
49,1,"AU",8,29,13,38,31,"Australia","Oceania","Australia and New Zealand",36
41,2,"AU",40,8,35,1,40,"Australia","Oceania","Australia and New Zealand",36
23,1,"AU",16,14,16,27,28,"Australia","Oceania","Australia and New Zealand",36
48,1,"AU",21,31,32,34,26,"Australia","Oceania","Australia and New Zealand",36
16,1,"AU",18,22,18,18,31,"Australia","Oceania","Australia and New Zealand",36
24,2,"AU",16,15,24,24,24,"Australia","Oceania","Australia and New Zealand",36
22,2,"AU",16,8,31,14,29,"Australia","Oceania","Australia and New Zealand",36
15,1,"AU",24,22,15,20,16,"Australia","Oceania","Australia and New Zealand",36
30,1,"AU",36,32,25,18,25,"Australia","Oceania","Australia and New Zealand",36
58,2,"AU",26,30,29,23,24,"Australia","Oceania","Australia and New Zealand",36
16,1,"AU",9,23,27,26,22,"Australia","Oceania","Australia and New Zealand",36
16,2,"AU",30,26,35,15,33,"Australia","Oceania","Australia and New Zealand",36
54,1,"AU",22,17,31,18,18,"Australia","Oceania","Australia and New Zealand",36
33,2,"AU",24,13,37,24,31,"Australia","Oceania","Australia and New Zealand",36
15,2,"AU",11,15,29,31,39,"Australia","Oceania","Australia and New Zealand",36
29,2,"AU",22,15,21,18,23,"Australia","Oceania","Australia and New Zealand",36
22,2,"AU",12,29,18,14,21,"Australia","Oceania","Australia and New Zealand",36
35,1,"AU",14,9,29,26,34,"Australia","Oceania","Australia and New Zealand",36
16,2,"AU",24,18,30,22,27,"Australia","Oceania","Australia and New Zealand",36
17,2,"AU",14,21,30,26,23,"Australia","Oceania","Australia and New Zealand",36
27,2,"AU",18,22,22,26,33,"Australia","Oceania","Australia and New Zealand",36
31,2,"AU",26,30,34,12,29,"Australia","Oceania","Australia and New Zealand",36
19,1,"AU",24,24,32,18,25,"Australia","Oceania","Australia and New Zealand",36
16,2,"AU",8,12,25,13,9,"Australia","Oceania","Australia and New Zealand",36
18,1,"AU",23,25,25,18,19,"Australia","Oceania","Australia and New Zealand",36
17,1,"AU",16,33,30,26,34,"Australia","Oceania","Australia and New Zealand",36
20,2,"AU",15,18,16,28,24,"Australia","Oceania","Australia and New Zealand",36
25,1,"AU",33,38,40,27,38,"Australia","Oceania","Australia and New Zealand",36
44,1,"AU",20,18,17,14,34,"Australia","Oceania","Australia and New Zealand",36
16,2,"AU",19,30,35,27,26,"Australia","Oceania","Australia and New Zealand",36
23,1,"AU",15,4,26,15,29,"Australia","Oceania","Australia and New Zealand",36
16,2,"AU",28,20,29,13,38,"Australia","Oceania","Australia and New Zealand",36
14,2,"AU",21,30,37,39,29,"Australia","Oceania","Australia and New Zealand",36
22,1,"AU",25,15,24,14,28,"Australia","Oceania","Australia and New Zealand",36
22,1,"AU",17,20,26,26,31,"Australia","Oceania","Australia and New Zealand",36
39,2,"AU",31,20,39,13,35,"Australia","Oceania","Australia and New Zealand",36
37,2,"AU",4,7,28,13,14,"Australia","Oceania","Australia and New Zealand",36
14,2,"AU",22,9,28,17,28,"Australia","Oceania","Australia and New Zealand",36
25,2,"AU",33,22,37,9,26,"Australia","Oceania","Australia and New Zealand",36
19,2,"AU",7,16,26,16,22,"Australia","Oceania","Australia and New Zealand",36
14,1,"AU",29,25,26,19,35,"Australia","Oceania","Australia and New Zealand",36
17,2,"AU",19,7,32,14,31,"Australia","Oceania","Australia and New Zealand",36
28,2,"AU",2,1,28,13,22,"Australia","Oceania","Australia and New Zealand",36
17,1,"AU",22,18,18,30,28,"Australia","Oceania","Australia and New Zealand",36
14,2,"AU",19,14,25,12,31,"Australia","Oceania","Australia and New Zealand",36
16,2,"AU",8,14,22,13,39,"Australia","Oceania","Australia and New Zealand",36
28,2,"AU",22,20,37,30,18,"Australia","Oceania","Australia and New Zealand",36
16,2,"AU",18,17,14,21,26,"Australia","Oceania","Australia and New Zealand",36
29,2,"AU",12,16,32,26,33,"Australia","Oceania","Australia and New Zealand",36
27,2,"AU",32,24,28,31,28,"Australia","Oceania","Australia and New Zealand",36
20,1,"AU",36,15,30,24,35,"Australia","Oceania","Australia and New Zealand",36
19,2,"AU",29,19,26,21,22,"Australia","Oceania","Australia and New Zealand",36
15,2,"AU",16,19,29,10,32,"Australia","Oceania","Australia and New Zealand",36
14,2,"AU",28,13,38,6,35,"Australia","Oceania","Australia and New Zealand",36
17,2,"AU",27,25,28,25,27,"Australia","Oceania","Australia and New Zealand",36
26,2,"AU",20,19,37,22,21,"Australia","Oceania","Australia and New Zealand",36
67,1,"AU",21,20,26,26,22,"Australia","Oceania","Australia and New Zealand",36
15,1,"AU",19,6,18,23,29,"Australia","Oceania","Australia and New Zealand",36
17,2,"AU",31,27,35,19,21,"Australia","Oceania","Australia and New Zealand",36
17,1,"AU",21,28,25,28,28,"Australia","Oceania","Australia and New Zealand",36
17,2,"AU",24,19,36,24,26,"Australia","Oceania","Australia and New Zealand",36
13,2,"AU",4,6,29,23,32,"Australia","Oceania","Australia and New Zealand",36
13,2,"AU",30,13,25,14,26,"Australia","Oceania","Australia and New Zealand",36
13,2,"AU",35,25,35,30,30,"Australia","Oceania","Australia and New Zealand",36
43,2,"AU",38,21,31,16,32,"Australia","Oceania","Australia and New Zealand",36
30,2,"AU",7,23,31,34,26,"Australia","Oceania","Australia and New Zealand",36
65,2,"AU",5,35,17,25,26,"Australia","Oceania","Australia and New Zealand",36
15,2,"AU",29,18,28,17,32,"Australia","Oceania","Australia and New Zealand",36
52,1,"AU",29,19,24,21,27,"Australia","Oceania","Australia and New Zealand",36
59,1,"AU",24,34,35,29,31,"Australia","Oceania","Australia and New Zealand",36
15,2,"AU",19,11,35,14,27,"Australia","Oceania","Australia and New Zealand",36
15,1,"AU",39,15,33,18,40,"Australia","Oceania","Australia and New Zealand",36
17,2,"AU",15,13,34,12,22,"Australia","Oceania","Australia and New Zealand",36
19,2,"AU",12,13,9,29,20,"Australia","Oceania","Australia and New Zealand",36
19,1,"AU",12,34,16,18,32,"Australia","Oceania","Australia and New Zealand",36
25,1,"AU",17,33,29,28,30,"Australia","Oceania","Australia and New Zealand",36
49,2,"AU",13,23,28,27,20,"Australia","Oceania","Australia and New Zealand",36
50,2,"AU",32,36,37,34,32,"Australia","Oceania","Australia and New Zealand",36
20,2,"AU",20,4,22,21,35,"Australia","Oceania","Australia and New Zealand",36
19,1,"AU",25,28,23,16,32,"Australia","Oceania","Australia and New Zealand",36
15,2,"AU",15,13,31,39,36,"Australia","Oceania","Australia and New Zealand",36
16,1,"AU",22,25,22,27,33,"Australia","Oceania","Australia and New Zealand",36
31,1,"AU",16,18,25,8,33,"Australia","Oceania","Australia and New Zealand",36
19,2,"AU",34,5,25,36,31,"Australia","Oceania","Australia and New Zealand",36
21,2,"AU",7,23,28,30,25,"Australia","Oceania","Australia and New Zealand",36
17,2,"AU",8,13,35,15,35,"Australia","Oceania","Australia and New Zealand",36
23,1,"AU",20,14,24,29,23,"Australia","Oceania","Australia and New Zealand",36
48,2,"AU",34,23,37,28,37,"Australia","Oceania","Australia and New Zealand",36
41,2,"AU",15,33,21,39,39,"Australia","Oceania","Australia and New Zealand",36
31,2,"AU",25,24,28,28,36,"Australia","Oceania","Australia and New Zealand",36
44,1,"AU",18,33,28,21,18,"Australia","Oceania","Australia and New Zealand",36
16,1,"AU",31,13,30,28,27,"Australia","Oceania","Australia and New Zealand",36
29,2,"AU",16,18,32,25,37,"Australia","Oceania","Australia and New Zealand",36
13,2,"AU",9,9,30,17,23,"Australia","Oceania","Australia and New Zealand",36
18,2,"AU",8,12,14,26,29,"Australia","Oceania","Australia and New Zealand",36
14,2,"AU",4,14,28,22,21,"Australia","Oceania","Australia and New Zealand",36
42,2,"AU",22,38,36,36,31,"Australia","Oceania","Australia and New Zealand",36
